url_from,url_to
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/71574
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/advisory-council/directory/nawaf-bitar
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/70564
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/72378
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/advisory-council/directory/tara-estlin
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/71576
https://www.cs.utexas.edu/industry/systems-research-consortium,https://www.cs.utexas.edu/systems-research-consortium/sponsorship-benefits
https://www.cs.utexas.edu/industry/systems-research-consortium,https://www.cs.utexas.edu/systems-research-consortium/benefit-details-defined
https://www.cs.utexas.edu/industry/systems-research-consortium,https://www.cs.utexas.edu/systems-research-consortium/systems-faculty
https://www.cs.utexas.edu/industry/diversity,http://www.cs.utexas.edu/~wics/hackathon.html
https://www.cs.utexas.edu/industry/diversity,https://ghc.anitab.org/attend/
https://www.cs.utexas.edu/industry/diversity,https://experience.afrotech.com/
https://www.cs.utexas.edu/industry/diversity,https://tapiaconference.cmd-it.org/
https://www.cs.utexas.edu/industry/diversity,https://login.cs.utexas.edu/undergraduate-program/student-engagement-and-support/scholarships
https://www.cs.utexas.edu/news/2020/leaving-their-mark,https://www.cs.utexas.edu/outreach/camps/first-bytes
https://www.cs.utexas.edu/news/2020/leaving-their-mark,https://www.cs.utexas.edu/outreach/camps/code-longhorn
https://www.cs.utexas.edu/news/2020/leaving-their-mark,https://hornraiser.utexas.edu/project/22570?fbclid=IwAR0BCsQ75mxHuMSHr98muICXjOdtIiNuLemCSmvVVdWAp1VKRX5ujkBRkxE
https://www.cs.utexas.edu/news/2020/leaving-their-mark,https://news.utexas.edu/2020/11/11/leaving-their-mark/
https://www.cs.utexas.edu/news/2020/leaving-their-mark,https://www.cs.utexas.edu/news-categories/undergraduate-students
https://www.cs.utexas.edu/news/2020/leaving-their-mark,https://www.cs.utexas.edu/news/tags/diversity
https://www.cs.utexas.edu/news/2020/leaving-their-mark,https://www.cs.utexas.edu/news/tags/equity
https://www.cs.utexas.edu/news/2020/leaving-their-mark,https://www.cs.utexas.edu/news/tags/and-inclusion
https://www.cs.utexas.edu/news/2020/leaving-their-mark,https://www.cs.utexas.edu/news-tags/scholarships
https://www.cs.utexas.edu/news/2020/leaving-their-mark,https://www.cs.utexas.edu/news-tags/endowment
https://www.cs.utexas.edu/news/2020/leaving-their-mark,https://www.cs.utexas.edu/news/tags/association-black-computer-scientists
https://www.cs.utexas.edu/news/2020/leaving-their-mark,https://www.cs.utexas.edu/news/tags/hispanic-association-computer-scientists
https://www.cs.utexas.edu/news/2020/leaving-their-mark,https://www.cs.utexas.edu/news/tags/code-longhorn
https://www.cs.utexas.edu/news/2020/leaving-their-mark,https://www.cs.utexas.edu/news-tags/first-bytes
https://www.cs.utexas.edu/news/2020/leaving-their-mark,https://www.cs.utexas.edu/news-tags/kay-nettle
https://www.cs.utexas.edu/news/2020/leaving-their-mark,https://www.cs.utexas.edu/news/tags/amy-bush
https://www.cs.utexas.edu/outreach/diversity-initiatives,http://gracehopper.org/
https://www.cs.utexas.edu/outreach/diversity-initiatives,http://www.yahoo.com/
https://www.cs.utexas.edu/outreach/diversity-initiatives,http://www.qualcomm.com/
https://www.cs.utexas.edu/outreach/diversity-initiatives,http://google.com/
https://www.cs.utexas.edu/outreach/diversity-initiatives,http://tapiaconference.org/
https://www.cs.utexas.edu/outreach/diversity-initiatives,http://www.conocophillips.com/
https://www.cs.utexas.edu/outreach/diversity-initiatives,http://www.ncwit.org/
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/70566
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/70567
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/70568
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/70569
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/70570
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/70571
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/70572
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/advisory-council/directory/adriane-mcfetridge
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/70574
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/71077
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/70575
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/70576
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/73088
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/70577
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/72363
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/73087
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/70578
https://www.cs.utexas.edu/advisory-council,https://www.cs.utexas.edu/node/70973
https://www.cs.utexas.edu/giving,https://utdirect.utexas.edu/apps/utgiving/online/nlogon/?amount=200.00&comments=Line1%3AsfgsfLine2%3Aasdfsada&menu1=NSCF&source=CSW53
https://www.cs.utexas.edu/giving,https://www.cs.utexas.edu/honor-a-professor/
https://www.cs.utexas.edu/giving,http://www.cs.utexas.edu/undergraduate-program/scholarships/cs-department-scholarships
https://www.cs.utexas.edu/giving,https://utdirect.utexas.edu/apps/utgiving/online/nlogon/?menu1=NSTH
https://www.cs.utexas.edu/giving,https://apps.cs.utexas.edu/apps/give
https://www.cs.utexas.edu/industry/how-participate,https://apps.cs.utexas.edu/focs_application
https://www.cs.utexas.edu/~gracs/,https://www.cs.utexas.edu/~yirka/
https://www.cs.utexas.edu/~gracs/,https://jozhang97.github.io/
