url_from,url_to
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~ridwan
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~ztang
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~teammco
https://www.cs.utexas.edu/graduate-program/prospective-students/contact-us,http://cs.utexas.edu/msonline
https://www.cs.utexas.edu/graduate-program/prospective-students/contact-us,https://gradschool.utexas.edu/admissions/contact
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~parnell
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~jthywiss
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~atrejo
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~josh
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~maohua
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~meiwang
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~xwang
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~cywu
https://www.cs.utexas.edu/graduate-program/prospective-students,http://catalog.utexas.edu/general-information/admission/graduate-admission/
https://www.cs.utexas.edu/graduate-program/prospective-students,https://utexas.app.box.com/s/x8w7gs3xacr8dsicpjhdl9dyv8jv9a41
https://www.cs.utexas.edu/graduate-program/prospective-students,https://www.ets.org/gre/revised_general/about/?WT.ac=grehome_greabout_a_150213
https://www.cs.utexas.edu/graduate-program/prospective-students,https://www.ets.org/toefl/
https://www.cs.utexas.edu/graduate-program/prospective-students,https://www.ielts.org/
https://www.cs.utexas.edu/graduate-program/prospective-students,http://admissions.utexas.edu/apply/qualifying-countries
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~jialinwu
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~swu
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~bxiong
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~jcxu
https://www.cs.utexas.edu/blog,https://www.cs.utexas.edu/blog/ending-happy-note
https://www.cs.utexas.edu/undergraduate-program/study-abroad,https://utexas.app.box.com/s/knwm55s7o7nnd4rqd7j0gpxydwuymdvr
https://www.cs.utexas.edu/undergraduate-program/study-abroad,https://utexas.app.box.com/v/ComputerScience-Web
https://www.cs.utexas.edu/undergraduate-program/study-abroad,http://utdirect.utexas.edu/io/abroad/pgm_list/index.WBX
https://www.cs.utexas.edu/undergraduate-program/study-abroad,https://world.utexas.edu/abroad/explore/events
https://www.cs.utexas.edu/undergraduate-program/study-abroad,http://world.utexas.edu/abroad/advising/peeradvisors
https://www.cs.utexas.edu/graduate-program/prospective-students,https://gradschool.utexas.edu/admissions/where-to-begin/admissions-and-enrollment-statistics
https://www.cs.utexas.edu/graduate-program/prospective-students,https://gradschool.utexas.edu/admissions/where-to-begin/cost-of-attendance
https://www.cs.utexas.edu/graduate-program/prospective-students,https://finaid.utexas.edu/
https://www.cs.utexas.edu/graduate-program/prospective-students,https://login.cs.utexas.edu/faq/graduate
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~yzp12
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~youbozhi
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~siming
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~xiye
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~yirka
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~hyu
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~mjqzhang
https://www.cs.utexas.edu/graduate-program/current-students/student-homepages,http://www.cs.utexas.edu/~zmofei
https://www.cs.utexas.edu/graduate-program/masters-program/msonline,https://utexas.qualtrics.com/jfe/form/SV_9AXVFSkpSjto1Nz?utm_campaign=msco_interest_form&utm_content=Request+for+Information&utm_medium=button_hero&utm_source=RFI+button&utm_term=online+master%27s%2C+computer+science
https://www.cs.utexas.edu/graduate-program/masters-program/msonline,https://youtu.be/xR-w6fnXLco
https://www.cs.utexas.edu/graduate-program/masters-program/msonline,https://www.cs.utexas.edu/graduate-program/masters-program/online-option
https://www.cs.utexas.edu/graduate-program/masters-program/msonline,https://www.cs.utexas.edu/graduate-program/masters-program/online-option/admissions
https://www.cs.utexas.edu/graduate-program/masters-program/msonline,https://www.cs.utexas.edu/graduate-program/masters-program/online-option/courses
https://www.cs.utexas.edu/graduate-program/masters-program/msonline,https://www.cs.utexas.edu/graduate-program/masters-program/online-option/experience
https://www.cs.utexas.edu/graduate-program/masters-program/msonline,https://www.cs.utexas.edu/graduate-program/masters-program/online-option/faq
https://www.cs.utexas.edu/graduate-program/masters-program/msonline,https://utexas.qualtrics.com/jfe/form/SV_9AXVFSkpSjto1Nz?utm_campaign=msco_interest_form&utm_content=Request+for+Information&utm_medium=button_footer&utm_source=RFI+button&utm_term=online+master%27s%2C+computer+science
https://www.cs.utexas.edu/undergraduate/student-support/project-giving-tree,http://utdirect.utexas.edu/apps/utgiving/online/nlogon/?menu1=NSCU
https://www.cs.utexas.edu/graduate-program,https://www.cs.utexas.edu/graduate-program/masters-program/msds
https://www.cs.utexas.edu/undergraduate-program/academics/honors-programs,http://csb.utexas.edu/
