url_from,url_to
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~dakshdua
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~amani
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~aidan
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~eakintk
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~serfurt
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~daniel7
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~jestrada
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~yinglei1
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~vdf244
https://www.cs.utexas.edu/undergraduate-program/academics/curriculum/courses,https://www.cs.utexas.edu/courses/354s-game-development-capstone-2d-games
https://www.cs.utexas.edu/undergraduate-program/academics/curriculum/courses,https://www.cs.utexas.edu/courses/354t-game-development-capstone-3d-games
https://www.cs.utexas.edu/undergraduate-program/academics/curriculum/courses,https://www.cs.utexas.edu/courses/358h-intro-to-quantum-info-science-honors
https://www.cs.utexas.edu/awards/teaching-awards,http://www.utexas.edu/provost/initiatives/awards/univ/criteria.html
https://www.cs.utexas.edu/awards/teaching-awards,https://login.cs.utexas.edu/people/faculty-researchers/alison-norman
https://www.cs.utexas.edu/awards/teaching-awards,https://login.cs.utexas.edu/people/faculty-researchers/calvin-lin
https://www.cs.utexas.edu/awards/teaching-awards,https://login.cs.utexas.edu/people/faculty-researchers/bruce-porter
https://www.cs.utexas.edu/undergraduate-program/academics/concentrations,http://www.utexas.edu/ugs/bdp/programs/dam
https://www.cs.utexas.edu/undergraduate-program/academics/concentrations,http://www.mccombs.utexas.edu/Business-Foundations.aspx
https://www.cs.utexas.edu/undergraduate-program/academics/concentrations,https://www.mccombs.utexas.edu/centers/kelleher-center/academics/entrepreneurship%20minor
https://www.cs.utexas.edu/undergraduate/academics/advising/forms,https://utexas.qualtrics.com/jfe/form/SV_3K03BU5N5l7N9UV
https://www.cs.utexas.edu/undergraduate/academics/advising/forms,https://utexas.qualtrics.com/jfe/form/SV_4JaPjDbUP7ocYcd
https://www.cs.utexas.edu/undergraduate/academics/advising/forms,https://utexas.qualtrics.com/jfe/form/SV_cCjLCAbtFMM3qZf
https://www.cs.utexas.edu/undergraduate/academics/advising/forms,https://utdirect.utexas.edu/apps/cola/rtk/student_reg_change
https://www.cs.utexas.edu/undergraduate/academics/advising/forms,https://www.ischool.utexas.edu/programs/dual-degree/integrated-computer-science-bachelors-msis-program
https://www.cs.utexas.edu/undergraduate/academics/advising/forms,https://utexas.qualtrics.com/jfe/form/SV_3x5Y5StnAQrtlbv
https://www.cs.utexas.edu/undergraduate/academics/advising/forms,https://utexas.qualtrics.com/jfe/form/SV_1MnL5r0HReGraRv
https://www.cs.utexas.edu/turing-scholars,https://www.cs.utexas.edu/turing-scholars/benefits
https://www.cs.utexas.edu/turing-scholars,https://www.cs.utexas.edu/turing-scholars/curriculum
https://www.cs.utexas.edu/turing-scholars,https://www.cs.utexas.edu/turing-scholars/success
https://www.cs.utexas.edu/turing-scholars,https://www.cs.utexas.edu/turing-scholars/blog
https://www.cs.utexas.edu/turing-scholars,https://www.cs.utexas.edu/turing-scholars/admissions
https://www.cs.utexas.edu/turing-scholars,https://www.cs.utexas.edu/turing-scholars/incoming-students
https://www.cs.utexas.edu/turing-scholars,https://www.cs.utexas.edu/turing-scholars/contact
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~bfazzani
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~danielf
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~cardoiii
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~flynned
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~lara
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~shalin
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~rgadre
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~rgahagan
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~rigo
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~gbakinao
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~mengning
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~gmendoza
https://www.cs.utexas.edu/undergraduate-program/academics/curriculum/courses,https://www.cs.utexas.edu/courses/361c-information-assurance-and-security-0
https://www.cs.utexas.edu/undergraduate-program/academics/curriculum/courses,https://www.cs.utexas.edu/courses/364d-advanced-data-mining
https://www.cs.utexas.edu/undergraduate-program/academics/curriculum/courses,https://www.cs.utexas.edu/courses/370-undergraduate-reading-and-research
https://www.cs.utexas.edu/undergraduate-program/academics/curriculum/courses,https://www.cs.utexas.edu/courses/370f-undergraduate-reading-and-research-writing
https://www.cs.utexas.edu/undergraduate-program/academics/curriculum/courses,https://www.cs.utexas.edu/courses/371g-generic-programming-and-stl
https://www.cs.utexas.edu/undergraduate-program/academics/curriculum/courses,https://www.cs.utexas.edu/courses/371l-mobile-ios-computing
https://www.cs.utexas.edu/awards/teaching-awards,https://www.cs.utexas.edu/directory/doug-burger
https://www.cs.utexas.edu/awards/teaching-awards,http://www.utexas.edu/faculty/academy/
https://www.cs.utexas.edu/awards/teaching-awards,https://login.cs.utexas.edu/people/faculty-researchers/kristen-grauman
https://www.cs.utexas.edu/undergraduate/academics/advising/forms,https://www.cs.utexas.edu/academics/conduct
https://www.cs.utexas.edu/concentrations/mobile-computing,https://www.cs.utexas.edu/courses/371m-mobile-computing
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/scholarships,https://utexas.qualtrics.com/jfe/form/SV_bg9uO6kTXx4L03z
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/scholarships,https://www.utexas.edu/cns/scholap
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/scholarships,http://www.texasscholarships.org/
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/scholarships,http://www.computerscienceonline.org/cs-scholarships/
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/scholarships,http://www.affordablecolleges.com/resources/scholarships-for-minorities/
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~vgorti
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~anirudhg
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~maruth
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~samarth
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~ggu
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~ggujjula
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~caesargt
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~ich
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~stevehan
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~ghe
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~bhinh
https://www.cs.utexas.edu/undergraduate-program/academics/curriculum/courses,https://www.cs.utexas.edu/courses/371p-object-oriented-programming
https://www.cs.utexas.edu/utcs-direct,https://apps.cs.utexas.edu/apps/chairs-fellow-leave
https://www.cs.utexas.edu/utcs-direct,https://apps.cs.utexas.edu/coursescheduler
https://www.cs.utexas.edu/utcs-direct,http://video.cs.utexas.edu/
https://www.cs.utexas.edu/utcs-direct,https://apps.cs.utexas.edu/apps/gsc
https://www.cs.utexas.edu/awards/teaching-awards,https://login.cs.utexas.edu/people/faculty-researchers/peter-stone
https://www.cs.utexas.edu/awards/teaching-awards,https://login.cs.utexas.edu/people/faculty-researchers/jayadev-misra
https://www.cs.utexas.edu/awards/teaching-awards,http://www.utsystem.edu/teachingawards/
https://www.cs.utexas.edu/awards/teaching-awards,http://www.utexas.edu/ogs/awards/teaching/
https://www.cs.utexas.edu/awards/teaching-awards,https://login.cs.utexas.edu/people/faculty-researchers/inderjit-dhillon
https://www.cs.utexas.edu/undergraduate-program/academics/advising,https://utdirect.utexas.edu/ns/ns.advisor.WBX
https://www.cs.utexas.edu/undergraduate-program/academics/advising,http://admissions.utexas.edu/contact
https://www.cs.utexas.edu/undergraduate-program/academics/advising,https://cns.utexas.edu/career-services/employers
https://www.cs.utexas.edu/undergraduate-program/academics/advising,https://login.cs.utexas.edu/industry
https://www.cs.utexas.edu/undergraduate-program/student-engagement-and-support/student-homepages,http://www.cs.utexas.edu/~blakeh
https://www.cs.utexas.edu/undergraduate-program/academics/curriculum/courses,https://www.cs.utexas.edu/courses/371s-object-oriented-software-engineering
https://www.cs.utexas.edu/undergraduate-program/academics/curriculum/courses,https://www.cs.utexas.edu/courses/373-software-engineering
https://www.cs.utexas.edu/undergraduate-program/academics/curriculum/courses,https://www.cs.utexas.edu/courses/373s-software-design
https://www.cs.utexas.edu/undergraduate-program/academics/curriculum/courses,https://www.cs.utexas.edu/courses/374l-longhorn-startup
https://www.cs.utexas.edu/awards,http://amturing.acm.org/
https://www.cs.utexas.edu/awards,http://www.nae.edu/
https://www.cs.utexas.edu/awards,https://login.cs.utexas.edu/people/faculty-researchers/simon-lam
https://www.cs.utexas.edu/awards,https://login.cs.utexas.edu/people/faculty-researchers/j-strother-moore
https://www.cs.utexas.edu/awards,http://www.nae.edu/Awards.aspx
